loan_id,origination_date,sector,loan_type,collateral,initial_rating,credit_score,ead,defaulted,pd_raw,pd_calibrated,lgd_predicted,ecl_predicted,risk_band,pd_covid_stressed,lgd_covid_stressed,ecl_covid_stressed,covid_incremental_ecl
L002466,2023-09-01,Technology,revolving,unsecured,BBB,705,1044099.55,0,0.062141045788564345,0.028015772868620878,0.7353062600035756,21508.6315358162,Very Low,0.06856882691492787,0.8170478059073064,58494.64319635092,36986.011660534714
L002471,2023-11-01,Real_Estate,term_loan,unsecured,B,647,2290394.68,0,0.2733393593794427,0.13353257850007225,0.5496643252383646,168110.6055281507,High,0.37555448311467615,0.6413208514718619,551643.6678685151,383533.06234036444
L002490,2023-12-01,Financials,term_loan,secured,A,798,4689321.5,0,0.10425127462026082,0.03870543769374971,0.4086690936049883,74174.3563756787,Very Low,0.10297159387881737,0.46924293481266105,226581.8855336759,152407.5291579972
L002495,2023-01-01,Energy,mortgage,secured,BB,647,3535907.71,0,0.4036896648815284,0.3025133653305355,0.42998609833546964,459938.6465203052,Very High,0.8323982890425727,0.49371959335541593,1453156.7465819714,993218.1000616662
L002522,2023-11-01,Financials,revolving,unsecured,CCC,705,1728277.58,1,0.5912126161681915,0.6577311871510395,0.5751784950242199,653829.5898437777,Very High,1.0,0.6604327297311432,1141411.0798925343,487581.4900487566
L002528,2023-04-01,Retail,mortgage,secured,AAA,828,580118.22,0,0.09613566520638092,0.03637843442291665,0.5229737630538149,11036.729843180805,Very Low,0.08682847805065733,0.5831157458050038,29371.996189715424,18335.26634653462
L002531,2023-12-01,Consumer,term_loan,secured,B,709,368895.63,0,0.28075558472454604,0.1404920695784783,0.5278859718000162,27358.69902374168,High,0.33104145571509397,0.5919041432892181,72283.18384917713,44924.48482543546
L002535,2023-09-01,Telecom,bond,unsecured,BB,673,887503.75,0,0.14335129922496812,0.05205850219963075,0.6583026287786371,30414.974366295333,Very Low,0.13058295569267628,0.7461201994577072,86470.00595531552,56055.03158902018
L002550,2023-03-01,Utilities,mortgage,partially_secured,BB,719,4289849.42,0,0.2631155759728516,0.1244187070013438,0.5317750778367804,283828.3102144169,Medium,0.3196503985899983,0.616226024721812,845001.2162975855,561172.9060831687
L002562,2023-06-01,Retail,revolving,secured,A,796,199836.8,0,0.08442254210027564,0.03325591002566793,0.5409046763013384,3594.719762661271,Very Low,0.07937559984437705,0.6031087140759924,9566.610460907328,5971.890698246058
L002565,2023-05-01,Retail,mortgage,secured,BBB,751,683829.36,1,0.08358039453235033,0.03304165784399832,0.5264107758746771,11894.175539185471,Very Low,0.07886422020013137,0.5869480151002651,31653.91230742286,19759.736768237388
L002582,2023-04-01,Telecom,term_loan,unsecured,BB,711,1218668.61,0,0.1992849506307997,0.0788610711489717,0.6348632602215672,61013.858648333466,Low,0.19781421525024603,0.7195540191351243,173462.869214997,112449.01056666352
L002604,2023-06-01,Technology,revolving,unsecured,BB,714,853407.69,0,0.18649550720768304,0.07179446529815842,0.7582761585909332,46459.541401666975,Low,0.1757175248230643,0.8425711915542919,126350.86954886903,79891.32814720206
L002607,2023-10-01,Industrials,mortgage,secured,BB,653,1804539.65,0,0.13335527135395692,0.04827909555574987,0.487525062261969,42473.93528370227,Very Low,0.12110199232466923,0.5525609055677156,120752.9840287877,78279.04874508543
L002613,2023-11-01,Energy,term_loan,partially_secured,BB,689,1902512.43,0,0.20493381044783043,0.08218051571507935,0.5299268308793872,82853.76995346804,Low,0.22612858972073774,0.6084737633675097,261772.99015536704,178919.220201899
L002623,2023-11-01,Healthcare,bond,unsecured,A,754,790828.93,0,0.061744044540689415,0.027930085045147296,0.626602551315284,13840.346568494004,Very Low,0.06326428215227164,0.7136741975084703,35705.994039436664,21865.647470942662
L002635,2023-08-01,Utilities,term_loan,secured,BBB,738,15960626.11,0,0.1255139676421339,0.04549816999779342,0.38167260571985817,277162.7380265308,Very Low,0.11689165178957445,0.44228585048536906,825156.7666659468,547994.028639416
L002636,2023-03-01,Retail,mortgage,secured,CCC,627,2326744.27,1,0.6104784757470586,0.6912847178200492,0.5236550365260558,842269.1502094222,Very High,1.0,0.5838753657265524,1358528.6615984102,516259.511388988
L002650,2023-08-01,Telecom,term_loan,secured,B,653,2313169.49,0,0.2091840944969328,0.08476146375389926,0.46418820059045635,91012.28123792275,Low,0.21261469305008782,0.5261109065492232,258748.61526666503,167736.33402874228
L002654,2023-04-01,Industrials,revolving,secured,B,687,6722527.1,0,0.23247450456826196,0.1002486925981345,0.4622432936373346,311517.10491722706,Medium,0.251461139895599,0.5239065490085549,885640.0930007072,574122.9880834802
L002656,2023-11-01,Telecom,bond,unsecured,A,745,2530665.06,0,0.1558260168442784,0.057167649534705135,0.6451765956203808,93339.1002118584,Very Low,0.14339868284373722,0.7312431534761396,265363.77949827194,172024.67928641354
L002664,2023-11-01,Technology,term_loan,partially_secured,CCC,611,8856412.93,0,0.5325506274711629,0.5467482716221378,0.6408093403192393,3102945.2265691166,Very High,1.0,0.7120459786513947,6306173.212082716,3203227.985513599
L002678,2023-10-01,Utilities,mortgage,unsecured,BBB,689,1067724.92,0,0.07138235283662528,0.030084047169954317,0.586477198990988,18838.51963979758,Very Low,0.07729044852533586,0.6796153636878903,56085.215730767995,37246.696090970414
L002691,2023-05-01,Industrials,bond,secured,B,700,694786.64,1,0.3772904617391003,0.26020278409895775,0.46167956195266346,83464.93262787789,Very High,0.6526857058956791,0.5232676155171487,237289.98994932475,153825.05732144686
L002693,2023-07-01,Consumer,term_loan,unsecured,BBB,641,1321188.8,0,0.10291329203782248,0.038312192376147115,0.6962341737679054,35241.730395041785,Very Low,0.09027501675994486,0.7806683908412132,93110.58523277505,57868.85483773326
L002697,2023-04-01,Industrials,term_loan,secured,A,732,1197410.06,0,0.27213625099512834,0.1324314579041971,0.45769240369622144,72578.46304933337,High,0.3321875278326087,0.5187485703492973,206339.86304520696,133761.3999958736
L002714,2023-07-01,Consumer,mortgage,secured,B,728,118874.33,0,0.2903287873620893,0.14992149725658052,0.5103192485778216,9094.816534779666,High,0.3532600156272995,0.5722070556326229,24029.00426981289,14934.187735033223
L002740,2023-08-01,Financials,bond,partially_secured,CCC,634,679633.94,1,0.6213215709389589,0.7093449696272033,0.5248182890544953,253012.22925352605,Very High,1.0,0.6026080221210173,409552.8643497141,156540.63509618802
L002747,2023-05-01,Healthcare,term_loan,secured,B,673,1755993.09,0,0.39893898193883787,0.2946161440919446,0.42800461281963287,221425.58127570068,Very High,0.667333408986002,0.48747942047602766,571244.4010041332,349818.81972843246
L002763,2023-09-01,Healthcare,revolving,unsecured,A,724,138023.05,0,0.07546249969063876,0.031043623534552513,0.6504611712862013,2787.0541391681686,Very Low,0.07031674107487391,0.7408481715461797,7190.176776877798,4403.12263770963
L002768,2023-10-01,Financials,bond,unsecured,BB,714,4488803.81,0,0.1283137352233385,0.046473148511286116,0.6137391455119964,128031.41495175386,Very Low,0.12363674098295716,0.7047089255245523,391100.116331106,263068.70137935213
L002770,2023-02-01,Consumer,term_loan,secured,BBB,692,71216.06,0,0.0679818843500953,0.029306332620950833,0.4989432752850764,1041.3353005089723,Very Low,0.06905450992086802,0.5594514870332847,2751.2649965558853,1709.929696046913
L002772,2023-04-01,Retail,term_loan,secured,CCC,656,1367960.46,1,0.6734879683396531,0.7868936706475463,0.558277129154862,600951.5133887695,Very High,1.0,0.6224789990076713,851526.6578228736,250575.1444341041
L002786,2023-11-01,Consumer,revolving,unsecured,AAA,818,1899796.88,0,0.07032727301659945,0.02984062589035186,0.7104138987428092,40274.165240846385,Very Low,0.07031346512176989,0.7965677297358008,106406.55419872004,66132.38895787366
L002805,2023-06-01,Financials,term_loan,secured,BB,634,931766.69,0,0.17895204637055662,0.06790495277048662,0.43077916690557544,27256.07553915767,Low,0.18065371781526088,0.4946302123113574,83259.67746362045,56003.60192446278
L002827,2023-07-01,Financials,term_loan,unsecured,CCC,677,1397498.27,0,0.597681690244883,0.6691961063670007,0.6147608757745758,574924.6175057602,Very High,1.0,0.705882098917163,986469.0120607042,411544.394554944
L002842,2023-03-01,Technology,bond,partially_secured,BBB,730,899712.21,0,0.09139546537479709,0.03508215948851366,0.6572425898007429,20745.104707367733,Very Low,0.08586386436849366,0.7303060577002588,56418.16383844463,35673.059131076894
L002845,2023-11-01,Telecom,lease,unsecured,BB,718,8933118.75,0,0.1687781667605235,0.06296827533498298,0.6423435779339562,361320.24168059474,Very Low,0.1579489067238405,0.728032211230346,1027236.2249471339,665915.9832665392
L002857,2023-04-01,Financials,term_loan,secured,AA,742,3696508.29,0,0.10194175461929307,0.03802905566645546,0.4132687873723032,58095.1438761599,Very Low,0.10117215329445932,0.47452440541170904,177464.394475375,119369.25059921511
L002873,2023-12-01,Energy,bond,partially_secured,BBB,782,9015893.34,0,0.12366899538118227,0.044866365300911044,0.5441436789017768,220111.75767880326,Very Low,0.1234546634699305,0.6247978641967735,695433.8107764293,475322.05309762596
L002887,2023-08-01,Retail,revolving,secured,A,733,119331.16,0,0.09421277118992871,0.03584712659575358,0.539255350762703,2306.7613970893995,Very Low,0.0855603462373787,0.601269716100414,6138.973040801151,3832.2116437117515
L002894,2023-05-01,Energy,bond,secured,AA,770,713932.64,0,0.07089634294690497,0.02997167996579146,0.41950485031020346,8976.464358824274,Very Low,0.0824703235706528,0.48168479145618254,28360.760380030883,19384.29602120661
L002895,2023-05-01,Industrials,revolving,unsecured,BB,707,1574841.99,0,0.12409379396206781,0.045011091107268475,0.6587229218362554,46693.80901170265,Very Low,0.11290461735147868,0.7465965596092118,132750.04390744356,86056.2348957409
L002897,2023-08-01,Retail,revolving,secured,A,807,153105.06,0,0.11087507363774031,0.04070994622805776,0.5458205408805568,3402.044172351562,Very Low,0.09716698171814704,0.6085899030818209,9053.84383665906,5651.7996643074985
L002901,2023-12-01,Real_Estate,bond,secured,BB,727,10945298.73,0,0.1674716587695601,0.06235911506517578,0.38295884813076303,261384.40397940262,Very Low,0.17538225868811508,0.44681723605656776,857715.3766225538,596330.9726431512
L002910,2023-04-01,Energy,mortgage,unsecured,BBB,742,7492258.53,0,0.09851758366641276,0.037047085322648755,0.6402436952368499,177710.0998481784,Very Low,0.10193906772645417,0.735142038508623,561467.5619973923,383757.46214921394
L002915,2023-09-01,Healthcare,term_loan,secured,A,756,109630.87,0,0.125250553007564,0.04540744871881059,0.43440984470576743,2162.5174494256094,Very Low,0.10285216256657084,0.494774712709673,5578.966883324981,3416.4494338993713
L002916,2023-08-01,Telecom,revolving,unsecured,A,680,2534542.4,0,0.263330868696498,0.124605002139011,0.6480331166776676,204659.65523894245,Medium,0.3125577722349399,0.7344807344424684,581848.9732786097,377189.3180396672
L002937,2023-10-01,Telecom,revolving,secured,BB,656,589361.23,0,0.13186077386837342,0.04773690869134114,0.4560600757277643,12830.923337103017,Very Low,0.1197427196165269,0.5168984898298481,36478.41369220379,23647.49035510077
L002940,2023-06-01,Technology,term_loan,secured,A,785,1519559.75,0,0.1365274883070603,0.04944937075613314,0.5871121281398897,44116.35297450062,Very Low,0.1210277282133142,0.6523794263847741,119978.35948189077,75862.00650739015
L002941,2023-09-01,Utilities,lease,secured,BB,751,780913.37,0,0.37994384189743224,0.26427769676681545,0.3748731721321593,77365.57056921964,Very High,0.6789692092608458,0.43440660208743326,230329.3888518759,152963.81828265626
L002956,2023-02-01,Financials,mortgage,partially_secured,BB,632,22105912.65,0,0.22621341528566316,0.09585397655257975,0.5408498266262308,1146028.1330456487,Medium,0.25500904610195907,0.6210157898172743,3500794.990993213,2354766.857947564
L002957,2023-07-01,Telecom,term_loan,unsecured,BBB,698,13687355.86,0,0.09903044492745862,0.03719259402167605,0.6433533150820668,327510.758934652,Very Low,0.0932934804502053,0.7291766473140145,931115.6055713203,603604.8466366683
L002964,2023-12-01,Real_Estate,term_loan,secured,A,752,764960.64,0,0.146066698519078,0.05313252825467867,0.33972354766354457,13807.82334858255,Very Low,0.14943289053053807,0.3963724492364406,45309.44548895285,31501.622140370302
L002976,2023-12-01,Industrials,bond,secured,BBB,714,425185.64,0,0.10283176462700547,0.038288355119395635,0.45737339996101767,7445.8828845786265,Very Low,0.09604148616328075,0.5183870115158175,21168.572467706952,13722.689583128325
L002978,2023-11-01,Industrials,lease,partially_secured,CCC,662,857747.66,1,0.5887881492538322,0.6533855826467283,0.5641106800226388,316150.1638972959,Very High,1.0,0.6393630447376587,548412.1555142021,232261.9916169062
L002986,2023-05-01,Technology,revolving,secured,BBB,727,170376.32,0,0.18220194331506886,0.06955610243555992,0.5569303637015233,6600.02177117678,Low,0.17023911391439267,0.6188424557996759,17949.348286070934,11349.326514894154
L002995,2023-06-01,Telecom,revolving,secured,AA,768,1644950.43,0,0.13073231521524206,0.04733135403447895,0.4400171114445578,34258.73397370962,Very Low,0.11872543092111049,0.4987153941112618,97397.84407022229,63139.11009651267
L002998,2023-11-01,Real_Estate,revolving,partially_secured,BBB,754,1872817.79,0,0.12924026703423513,0.04680015450866008,0.47715072544329024,41821.384052758374,Very Low,0.1316233688708206,0.5567156089109588,137234.06457148364,95412.68051872528
L003000,2023-11-01,Telecom,lease,secured,B,713,3331737.77,0,0.292664194983316,0.15229949867041503,0.4523062171422449,229510.1217289981,High,0.3820263328097957,0.5126438665090204,652499.0405615439,422988.91883254575
L003001,2023-04-01,Industrials,mortgage,partially_secured,B,759,202908.36,0,0.2810555348173033,0.14077983172986336,0.5840584463607061,16683.865933942736,High,0.3531283655040985,0.6619718431052243,47432.068236748884,30748.20230280615
L003002,2023-02-01,Utilities,term_loan,unsecured,A,756,131448.89,0,0.09723023198065137,0.03668424625426988,0.5770200447308628,2782.4503487680804,Very Low,0.09424735411391447,0.6686563232631213,8283.789334546947,5501.338985778867
L003005,2023-08-01,Healthcare,revolving,unsecured,BBB,721,356201.82,0,0.07831076247103216,0.03173097460634666,0.6471255354165683,7314.221076113935,Very Low,0.07187365621041183,0.7370490212754955,18869.580530689243,11555.359454575308
L003031,2023-11-01,Technology,bond,secured,AA,729,231489.99,0,0.14820323710035252,0.053992264360710814,0.5649739409816962,7061.422133332751,Very Low,0.1321464964416973,0.6277802107541613,19204.1677528528,12142.74561952005
L003037,2023-11-01,Telecom,revolving,secured,B,708,50000.0,0,0.3217508753710119,0.1845547279586968,0.4407880531422064,4067.4759617551745,High,0.462934983636071,0.49958917943137676,11563.865430241127,7496.389468485952
L003041,2023-10-01,Utilities,term_loan,partially_secured,CCC,633,7688328.06,0,0.5825155176321235,0.6420245860938283,0.5067437756856504,2501335.741999814,Very High,1.0,0.5872195133957288,4514736.262219927,2013400.5202201135
L003047,2023-01-01,Technology,bond,secured,BB,698,1112013.75,0,0.1716954311823236,0.06434853628182716,0.5324902389531868,38103.11495993232,Very Low,0.15749355433558546,0.5916854038501494,103624.821994804,65521.70703487169
L003053,2023-04-01,Technology,term_loan,partially_secured,CCC,647,1498503.39,0,0.6251975373188133,0.7156473446606205,0.694786848074903,745089.3964343048,Very High,1.0,0.7720239860192297,1156880.5602111283,411791.16377682355
L003072,2023-01-01,Industrials,term_loan,partially_secured,BB,732,6969259.61,0,0.2291388838733825,0.09788554246893309,0.5718934184410513,390139.83246026165,Medium,0.245533477301379,0.6481840004610876,1109163.7410895792,719023.9086293175
L003078,2023-02-01,Telecom,bond,secured,B,638,1649065.3,0,0.23782891271116102,0.10414811100098016,0.4688042686265713,80515.7435596307,Medium,0.2612439388318281,0.5313427580613559,228906.87794934178,148391.13438971108
L003083,2023-01-01,Healthcare,revolving,secured,AAA,839,1801370.24,0,0.13023176363825462,0.047152511876913536,0.4441033927547064,37721.756537327696,Very Low,0.10680489553638828,0.5058152600395791,97316.40804031267,59594.651502984976
L003091,2023-08-01,Energy,term_loan,unsecured,B,679,615405.87,1,0.22733386596295052,0.09662757171678316,0.6384771236422856,37967.153787678086,Medium,0.2658812290277013,0.7331136217465978,119955.62036912663,81988.46658144853
L003092,2023-07-01,Retail,lease,secured,B,670,215950.81,0,0.2843923449399823,0.1440143832837411,0.5378896874812568,16728.38150247519,High,0.3437352353474015,0.5997470015416014,44519.161448387924,27790.779945912735
L003097,2023-04-01,Healthcare,revolving,unsecured,BB,702,1421634.15,0,0.11559252937769385,0.04219777310295703,0.6458874334145306,38746.6549155168,Very Low,0.09558194396715035,0.735638874682758,99960.49033995341,61213.835424436606
L003144,2023-04-01,Consumer,bond,unsecured,BB,629,3396885.55,0,0.22510382945801996,0.09509334405054454,0.7124202468371454,230126.84753049014,Medium,0.22406844128468068,0.7988173931353956,608007.7570297784,377880.9094992883
L003148,2023-05-01,Real_Estate,mortgage,unsecured,BBB,674,2441846.74,0,0.1064990875437472,0.03937482539535974,0.5502754604968939,52907.49374636175,Very Low,0.11073995848194418,0.6420338935347509,173612.38939256695,120704.8956462052
L003152,2023-04-01,Technology,revolving,unsecured,A,794,3991188.8,0,0.11485975404377854,0.04196330093245965,0.8016025586688876,134255.16741954812,Very Low,0.10270551278061175,0.890714043107579,365118.9106287702,230863.74320922207
L003154,2023-07-01,Consumer,revolving,secured,CCC,644,623749.55,0,0.5984521383817499,0.6705485780424346,0.5345380858078435,223572.89235561,Very High,1.0,0.5993629773049037,373852.3873805939,150279.49502498392
L003160,2023-09-01,Real_Estate,revolving,partially_secured,AAA,848,1346736.25,0,0.09800898604275944,0.03690332695278989,0.45410119328663184,22568.397071452648,Very Low,0.103788978200248,0.5298225672671777,74056.68012018697,51488.283048734316
L003162,2023-02-01,Industrials,mortgage,unsecured,BB,734,1077113.48,0,0.175103304762585,0.06599658227446814,0.651392345694275,46304.751480395396,Very Low,0.16554406225004736,0.7382880846098913,131643.95713798306,85339.20565758766
L003164,2023-09-01,Real_Estate,revolving,secured,B,684,16510156.97,0,0.5718479845407403,0.6223379158817405,0.3476805169185397,3572381.3888445045,Very High,1.0,0.40565624311470616,6697448.249684281,3125066.860839776
L003173,2023-06-01,Financials,term_loan,unsecured,BBB,657,1543692.32,0,0.2070432822731644,0.08345240726797094,0.624897266419188,80502.29047854459,Low,0.22201602414109464,0.717520927908432,245911.9520232091,165409.66154466453
L003195,2023-05-01,Telecom,term_loan,partially_secured,BB,680,2882017.6,0,0.1229465650917071,0.04462125644270137,0.5819645538434057,74840.20305692575,Very Low,0.11192745290029009,0.659598625326116,212771.27266629483,137931.0696093691
L003196,2023-09-01,Retail,term_loan,secured,AA,810,919135.77,0,0.1576235349672484,0.05794160291333733,0.5290902170702951,28177.33431716883,Very Low,0.13829570394077595,0.5899355920333792,74988.20465480359,46810.870337634755
L003201,2023-09-01,Utilities,bond,unsecured,BBB,782,17500611.31,0,0.08590015677596836,0.033635078248919814,0.5963945782641863,351058.3831181571,Very Low,0.08641358223371408,0.6911077172409036,1045155.6453343484,694097.2622161913
L003208,2023-06-01,Real_Estate,bond,unsecured,B,681,5510494.97,1,0.2535454443112981,0.11637621750800119,0.553774631656529,355130.44431636593,Medium,0.3273029750791105,0.6461165514852552,1165336.7154260264,810206.2711096604
L003213,2023-07-01,Consumer,term_loan,secured,BBB,757,1983563.83,0,0.13000548971530232,0.04707187739921221,0.46890160926193286,43781.377683201375,Very Low,0.11091546209142564,0.5257665862396982,115672.80189379031,71891.42421058894
L003224,2023-05-01,Consumer,mortgage,secured,BB,720,327616.74,0,0.15783231918177776,0.05803213352505948,0.5482854699353458,10424.166963192361,Very Low,0.13674111298970645,0.614777544198414,27541.221036171242,17117.05407297888
L003230,2023-11-01,Retail,mortgage,unsecured,B,655,1130941.32,0,0.17628914620024846,0.0665791983543059,0.7293685964019243,54919.38862225827,Very Low,0.15891201902013352,0.8132459849881457,146156.70549833577,91237.3168760775
L003258,2023-07-01,Consumer,bond,unsecured,A,708,429200.71,0,0.12679733235146184,0.045942641384617865,0.7246582498246265,14289.256528730515,Very Low,0.10825464333319383,0.8125395321215402,37752.99972553383,23463.743196803316
L003326,2023-06-01,Healthcare,term_loan,unsecured,BB,783,4717536.36,0,0.115068713448588,0.04203003613181105,0.6367824924370827,126260.10146071622,Very Low,0.09520200387556833,0.7252687262819857,325731.9033063457,199471.80184562947
L003329,2023-10-01,Utilities,term_loan,partially_secured,BBB,765,246110.51,0,0.12111806272510336,0.044006567370693576,0.4918361851345353,5326.821346146232,Very Low,0.11305949997107657,0.5699444554880437,15858.77924965666,10531.957903510429
L003333,2023-02-01,Consumer,term_loan,unsecured,BB,703,460393.91,0,0.27346382859144225,0.13364693738835046,0.7185194906012649,44210.67387309968,High,0.31491227111712367,0.8056563088250909,116807.02598073399,72596.3521076343
L003340,2023-05-01,Utilities,bond,unsecured,BBB,702,1981827.65,0,0.11719240305832482,0.0427140572869341,0.5732028705488229,48522.71194840112,Very Low,0.10973884688431168,0.6642329454669337,144459.69319791158,95936.98124951046
L003341,2023-11-01,Financials,bond,unsecured,BB,706,10309891.41,0,0.1591135326953166,0.05859059107840713,0.6029079935338035,364194.1892265527,Very Low,0.15587387481268183,0.6922723561309251,1112511.2522367418,748317.0630101891
L003342,2023-10-01,Technology,term_loan,secured,AA,757,1877615.81,0,0.08388243256549673,0.03311834608595181,0.5663878942367357,35219.99873300079,Very Low,0.08105741544684705,0.6293513484793862,95783.9300855657,60563.93135256491
L003347,2023-08-01,Real_Estate,term_loan,secured,AA,770,4734793.01,0,0.09908113395611796,0.03720700528334823,0.33490371113890643,58999.138995533816,Very Low,0.10464306010106222,0.3907489049713191,193601.7143851795,134602.5753896457
L003354,2023-11-01,Consumer,term_loan,unsecured,BB,695,377081.06,0,0.1369223379418137,0.04959690485407127,0.6998720794939922,13089.045042423277,Very Low,0.11686518414253542,0.7847474753162635,34581.97512939515,21492.93008697187
L003366,2023-10-01,Energy,term_loan,partially_secured,BB,745,30296038.67,0,0.12703921651576855,0.04602687545954,0.5338853291355233,744466.7866265656,Very Low,0.12664793286285064,0.6130189990318331,2352111.3995904117,1607644.612963846
L003374,2023-07-01,Telecom,lease,partially_secured,CCC,665,1226108.43,0,0.60241610242032,0.677462151260857,0.5899768361604268,490059.5713941573,Very High,1.0,0.6686797461042278,819873.8736686533,329814.302274496
L003375,2023-11-01,Retail,revolving,unsecured,BBB,769,617276.48,0,0.15317140434974133,0.056042403575201176,0.7351620497225352,25431.94423570222,Very Low,0.13376267247141463,0.8197056854406268,67681.91120032144,42249.96696461922
L003384,2023-05-01,Financials,term_loan,unsecured,CCC,635,7139198.18,1,0.5232278947693707,0.5283537867937592,0.6114091273380334,2306248.9196489644,Very High,1.0,0.7020335468790264,5011956.62017769,2705707.7005287255
L003387,2023-11-01,Real_Estate,revolving,unsecured,BBB,743,6602846.81,0,0.1310548470848313,0.047446932808005465,0.5567151513175428,174410.410946386,Very Low,0.13344240428995852,0.649547402799743,572316.0564834696,397905.64553708356
L003388,2023-09-01,Retail,term_loan,secured,BBB,739,489058.32,0,0.11597658723259667,0.042321162975843284,0.49100297272315413,10162.54230890497,Very Low,0.10101265293075473,0.547468314586317,27045.525098125625,16882.982789220656
L003389,2023-10-01,Healthcare,mortgage,secured,CCC,660,1927443.02,1,0.6308450210833944,0.7246811814734109,0.4538808904501942,633972.5149324785,Very High,1.0,0.5169514225190024,996394.411013322,362421.8960808434
L003405,2023-03-01,Retail,bond,secured,BBB,715,3289497.45,0,0.06120688002128786,0.027814549831508696,0.4956271251430775,45347.84529167828,Very Low,0.06638809689986754,0.5526242445345315,120684.00314627132,75336.15785459304
L003406,2023-10-01,Real_Estate,bond,secured,A,795,5315844.4,0,0.1239578758149695,0.044964736447487344,0.34262356637766594,81895.78380678332,Very Low,0.12646133658622202,0.39975604607114174,268735.51743037294,186839.73362358962
L003442,2023-02-01,Utilities,mortgage,unsecured,A,736,1149810.11,0,0.11208410283032663,0.041086401817425164,0.5717955766143095,27012.515150829164,Very Low,0.10555715482099437,0.6626021598528201,80420.47722605294,53407.96207522378
L003451,2023-07-01,Retail,mortgage,partially_secured,BB,657,220525.69,1,0.36286765350330846,0.23877575327969505,0.6763682562909904,35614.97388955508,Very High,0.5699127953569844,0.7541506057644545,94781.95917128141,59166.98528172633
L003459,2023-02-01,Healthcare,term_loan,secured,B,716,304619.75,0,0.2170631749220891,0.08974115291031115,0.4316398247119775,11799.706621997222,Low,0.20327219230485294,0.491619775354246,30441.452620212734,18641.745998215512
L003460,2023-06-01,Consumer,mortgage,unsecured,B,647,149851.77,0,0.22529401493444767,0.09522333346726,0.7251672340542618,10347.690499508935,Medium,0.22437473534004018,0.8131102422568421,27339.16602325681,16991.475523747875
L003468,2023-12-01,Industrials,revolving,secured,AA,754,827339.08,0,0.12108654265011821,0.043996042388672225,0.4531934476726646,16496.08071742498,Very Low,0.11035849628782574,0.513649453592198,46898.196696484236,30402.115979059257
L003484,2023-05-01,Utilities,bond,unsecured,BB,764,223574.44,0,0.1345177332692535,0.04870486030196831,0.6056300456632613,6594.803598921968,Very Low,0.12513012218191757,0.701809864819784,19633.76048753892,13038.95688861695
L003489,2023-07-01,Energy,revolving,secured,BB,727,48199265.17,0,0.14833871869495105,0.054047221753090624,0.415989611739883,1083668.0693638104,Very Low,0.14871678434974592,0.47764851641332795,3423803.5398096507,2340135.4704458406
L003501,2023-03-01,Energy,mortgage,secured,A,678,781547.16,0,0.06829092143748679,0.029376198814285836,0.40711053635246347,9346.803886621925,Very Low,0.08083179268746755,0.4674533647407064,29530.832491641057,20184.02860501913
L003505,2023-10-01,Utilities,term_loan,partially_secured,BB,717,1962391.68,0,0.23670673713129636,0.1033199245479532,0.49930480844110975,101236.12717478738,Medium,0.26544444850793286,0.5785991673054479,301395.76468368515,200159.63750889775
L003518,2023-12-01,Real_Estate,mortgage,partially_secured,BBB,720,504586.05,0,0.09326158475763478,0.035587077264246106,0.47895966001227736,8600.555401419364,Very Low,0.10008708404839767,0.5588261833193245,28222.145250383222,19621.589848963857
L003520,2023-05-01,Real_Estate,revolving,secured,B,678,2539395.55,0,0.23462244504873053,0.10179713253394997,0.3877014217402523,100222.05248825156,Medium,0.2862999420873392,0.45235063381543933,328871.93798532797,228649.8854970764
L003525,2023-05-01,Industrials,term_loan,secured,A,758,30967635.28,0,0.10313491286298894,0.03837706264841721,0.45361999871260766,539103.2718190097,Very Low,0.09626399775706788,0.5141329065408695,1532665.347277276,993562.0754582663
L003534,2023-01-01,Energy,term_loan,secured,BBB,721,3058803.27,0,0.14183089761943632,0.05146612819020881,0.39666908562187153,62445.53608041727,Very Low,0.14161462586080079,0.4554642589796023,197294.03635834757,134848.5002779303
L003544,2023-05-01,Energy,mortgage,partially_secured,AA,786,555723.61,0,0.10051772472417751,0.037617677496294674,0.5452355702847115,11398.16679247219,Very Low,0.10350911389140621,0.626051598146912,36012.02703547182,24613.86024299963
L003547,2023-05-01,Industrials,term_loan,secured,B,606,6095208.34,0,0.23041032076988166,0.09878038929438114,0.4554590599530577,274226.00301240786,Medium,0.24777808715041869,0.5162172985507956,779621.8537523092,505395.85073990136
L003548,2023-12-01,Technology,revolving,unsecured,AA,746,3224369.81,0,0.10341856283515384,0.038460243241568076,0.7916832215943831,98176.67367211758,Very Low,0.09413175122114435,0.8796920063949587,267000.2267272171,168823.5530550995
L003569,2023-10-01,Financials,bond,secured,BBB,694,1504342.94,0,0.06990874224380084,0.029744594894375153,0.40636714587946976,18183.333296712593,Very Low,0.07913224931824352,0.46659978727982676,55544.9908158197,37361.6575191071
L003577,2023-09-01,Financials,term_loan,secured,BB,704,1631320.22,0,0.20286149248645233,0.08094823598752138,0.40245772361395227,53145.54618903874,Low,0.21535394967668184,0.4621109017585092,162344.75972046176,109199.21353142303
L003586,2023-01-01,Utilities,mortgage,unsecured,BBB,698,1573091.81,0,0.1421413424033074,0.051586562453079444,0.5557400972413981,45098.53057641598,Very Low,0.13253364905838946,0.643996917446163,134265.37036251454,89166.83978609857
