issuer_id,sector,year,from_rating,to_rating,upgraded,downgraded,defaulted,notches_moved,from_score,to_score,calculated_notches_moved,rating_transition_type
I01406,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01407,Financials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01408,Healthcare,2015,B,B,0,0,0,0,2,2,0,unchanged
I01409,Industrials,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01410,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01411,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01412,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01413,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01414,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01415,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01416,Healthcare,2015,A,BBB,0,1,0,1,5,4,-1,downgrade
I01417,Healthcare,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01418,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01419,Financials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01420,Real_Estate,2015,CCC,B,1,0,0,-1,1,2,1,upgrade
I01421,Utilities,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01422,Real_Estate,2015,A,A,0,0,0,0,5,5,0,unchanged
I01423,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01424,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01425,Telecom,2015,B,B,0,0,0,0,2,2,0,unchanged
I01426,Real_Estate,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01427,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01428,Financials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01429,Retail,2015,CCC,D,0,0,1,1,1,0,-1,default
I01430,Energy,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01431,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01432,Consumer,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01433,Industrials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01434,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01435,Industrials,2015,BBB,B,0,1,0,2,4,2,-2,downgrade
I01436,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01437,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01438,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01439,Energy,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01440,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01441,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01442,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01443,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01444,Real_Estate,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01445,Technology,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01446,Healthcare,2015,BBB,BB,0,1,0,1,4,3,-1,downgrade
I01447,Technology,2015,A,A,0,0,0,0,5,5,0,unchanged
I01448,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01449,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01450,Real_Estate,2015,B,B,0,0,0,0,2,2,0,unchanged
I01451,Telecom,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01452,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01453,Consumer,2015,A,A,0,0,0,0,5,5,0,unchanged
I01454,Real_Estate,2015,B,B,0,0,0,0,2,2,0,unchanged
I01455,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01456,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01457,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01458,Healthcare,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01459,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01460,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01461,Retail,2015,BBB,BB,0,1,0,1,4,3,-1,downgrade
I01462,Consumer,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01463,Real_Estate,2015,B,B,0,0,0,0,2,2,0,unchanged
I01464,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01465,Consumer,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01466,Real_Estate,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01467,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01468,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01469,Utilities,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01470,Real_Estate,2015,A,A,0,0,0,0,5,5,0,unchanged
I01471,Energy,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01472,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01473,Financials,2015,BB,BBB,1,0,0,-1,3,4,1,upgrade
I01474,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01475,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01476,Retail,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01477,Industrials,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01478,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01479,Energy,2015,B,B,0,0,0,0,2,2,0,unchanged
I01480,Telecom,2015,A,A,0,0,0,0,5,5,0,unchanged
I01481,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01482,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01483,Technology,2015,BBB,B,0,1,0,2,4,2,-2,downgrade
I01484,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01485,Utilities,2015,B,B,0,0,0,0,2,2,0,unchanged
I01486,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01487,Energy,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01488,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01489,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01490,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01491,Real_Estate,2015,BBB,BB,0,1,0,1,4,3,-1,downgrade
I01492,Real_Estate,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01493,Telecom,2015,AAA,AA,0,1,0,1,7,6,-1,downgrade
I01494,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01495,Financials,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01496,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01497,Healthcare,2015,A,A,0,0,0,0,5,5,0,unchanged
I01498,Real_Estate,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01499,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01500,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01501,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01502,Retail,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01503,Healthcare,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01504,Healthcare,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01505,Real_Estate,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01506,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01507,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01508,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01509,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01510,Telecom,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01511,Utilities,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01512,Utilities,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01513,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01514,Industrials,2015,B,BB,1,0,0,-1,2,3,1,upgrade
I01515,Healthcare,2015,A,A,0,0,0,0,5,5,0,unchanged
I01516,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01517,Healthcare,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01518,Energy,2015,B,B,0,0,0,0,2,2,0,unchanged
I01519,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01520,Utilities,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01521,Technology,2015,BB,BBB,1,0,0,-1,3,4,1,upgrade
I01522,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01523,Industrials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01524,Telecom,2015,A,A,0,0,0,0,5,5,0,unchanged
I01525,Utilities,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01526,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01527,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01528,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01529,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01530,Healthcare,2015,A,A,0,0,0,0,5,5,0,unchanged
I01531,Telecom,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01532,Real_Estate,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01533,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01534,Energy,2015,A,BBB,0,1,0,1,5,4,-1,downgrade
I01535,Utilities,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01536,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01537,Healthcare,2015,A,A,0,0,0,0,5,5,0,unchanged
I01538,Energy,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01539,Consumer,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01540,Consumer,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01541,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01542,Financials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01543,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01544,Consumer,2015,B,B,0,0,0,0,2,2,0,unchanged
I01545,Healthcare,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01546,Healthcare,2015,B,D,0,0,1,2,2,0,-2,default
I01547,Utilities,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01548,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01549,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01550,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01551,Technology,2015,A,A,0,0,0,0,5,5,0,unchanged
I01552,Financials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01553,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01554,Retail,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01555,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01556,Healthcare,2015,BBB,BB,0,1,0,1,4,3,-1,downgrade
I01557,Real_Estate,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01558,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01559,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01560,Industrials,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01561,Utilities,2015,B,B,0,0,0,0,2,2,0,unchanged
I01562,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01563,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01564,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01565,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01566,Financials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01567,Energy,2015,B,B,0,0,0,0,2,2,0,unchanged
I01568,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01569,Consumer,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01570,Financials,2015,B,D,0,0,1,2,2,0,-2,default
I01571,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01572,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01573,Retail,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01574,Telecom,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01575,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01576,Consumer,2015,CCC,D,0,0,1,1,1,0,-1,default
I01577,Financials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01578,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01579,Industrials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01580,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01581,Financials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01582,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01583,Industrials,2015,B,CCC,0,1,0,1,2,1,-1,downgrade
I01584,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01585,Financials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01586,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01587,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01588,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01589,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01590,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01591,Financials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01592,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01593,Utilities,2015,B,B,0,0,0,0,2,2,0,unchanged
I01594,Real_Estate,2015,B,B,0,0,0,0,2,2,0,unchanged
I01595,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01596,Consumer,2015,A,A,0,0,0,0,5,5,0,unchanged
I01597,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01598,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01599,Industrials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01600,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01601,Financials,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01602,Healthcare,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01603,Healthcare,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01604,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01605,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01606,Technology,2015,A,A,0,0,0,0,5,5,0,unchanged
I01607,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01608,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01609,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01610,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01611,Consumer,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01612,Industrials,2015,B,BB,1,0,0,-1,2,3,1,upgrade
I01613,Industrials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01614,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01615,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01616,Real_Estate,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01617,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01618,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01619,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01620,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01621,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01622,Financials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01623,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01624,Energy,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01625,Real_Estate,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01626,Energy,2015,B,B,0,0,0,0,2,2,0,unchanged
I01627,Financials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01628,Real_Estate,2015,B,B,0,0,0,0,2,2,0,unchanged
I01629,Real_Estate,2015,A,AA,1,0,0,-1,5,6,1,upgrade
I01630,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01631,Technology,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01632,Healthcare,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01633,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01634,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01635,Telecom,2015,B,B,0,0,0,0,2,2,0,unchanged
I01636,Technology,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01637,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01638,Utilities,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01639,Energy,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01640,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01641,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01642,Consumer,2015,B,A,1,0,0,-3,2,5,3,upgrade
I01643,Utilities,2015,A,BBB,0,1,0,1,5,4,-1,downgrade
I01644,Technology,2015,CCC,D,0,0,1,1,1,0,-1,default
I01645,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01646,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01647,Energy,2015,CCC,D,0,0,1,1,1,0,-1,default
I01648,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01649,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01650,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01651,Retail,2015,CCC,B,1,0,0,-1,1,2,1,upgrade
I01652,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01653,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01654,Retail,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01655,Consumer,2015,BB,D,0,0,1,3,3,0,-3,default
I01656,Healthcare,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01657,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01658,Energy,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01659,Technology,2015,A,A,0,0,0,0,5,5,0,unchanged
I01660,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01661,Utilities,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01662,Industrials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01663,Industrials,2015,BBB,BB,0,1,0,1,4,3,-1,downgrade
I01664,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01665,Retail,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01666,Consumer,2015,CCC,BB,1,0,0,-2,1,3,2,upgrade
I01667,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01668,Energy,2015,B,BB,1,0,0,-1,2,3,1,upgrade
I01669,Real_Estate,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01670,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01671,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01672,Consumer,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01673,Real_Estate,2015,CCC,B,1,0,0,-1,1,2,1,upgrade
I01674,Utilities,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01675,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01676,Telecom,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01677,Utilities,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01678,Real_Estate,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01679,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01680,Financials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01681,Healthcare,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01682,Real_Estate,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01683,Technology,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01684,Healthcare,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01685,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01686,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01687,Real_Estate,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01688,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01689,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01690,Energy,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01691,Consumer,2015,A,A,0,0,0,0,5,5,0,unchanged
I01692,Energy,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01693,Healthcare,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01694,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01695,Financials,2015,BB,B,0,1,0,1,3,2,-1,downgrade
I01696,Technology,2015,A,A,0,0,0,0,5,5,0,unchanged
I01697,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01698,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01699,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01700,Industrials,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01701,Industrials,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01702,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01703,Energy,2015,B,BB,1,0,0,-1,2,3,1,upgrade
I01704,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01705,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01706,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01707,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01708,Consumer,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01709,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01710,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01711,Telecom,2015,B,B,0,0,0,0,2,2,0,unchanged
I01712,Utilities,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01713,Telecom,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01714,Financials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01715,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01716,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01717,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01718,Consumer,2015,B,B,0,0,0,0,2,2,0,unchanged
I01719,Healthcare,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01720,Consumer,2015,B,B,0,0,0,0,2,2,0,unchanged
I01721,Telecom,2015,B,B,0,0,0,0,2,2,0,unchanged
I01722,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01723,Utilities,2015,B,B,0,0,0,0,2,2,0,unchanged
I01724,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01725,Energy,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01726,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01727,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01728,Healthcare,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01729,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01730,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01731,Technology,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01732,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01733,Energy,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01734,Consumer,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01735,Retail,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01736,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01737,Industrials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01738,Energy,2015,B,B,0,0,0,0,2,2,0,unchanged
I01739,Healthcare,2015,AA,A,0,1,0,1,6,5,-1,downgrade
I01740,Industrials,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01741,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01742,Consumer,2015,CCC,D,0,0,1,1,1,0,-1,default
I01743,Utilities,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01744,Technology,2015,BBB,BB,0,1,0,1,4,3,-1,downgrade
I01745,Retail,2015,CCC,CCC,0,0,0,0,1,1,0,unchanged
I01746,Telecom,2015,A,A,0,0,0,0,5,5,0,unchanged
I01747,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01748,Telecom,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01749,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01750,Utilities,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01751,Utilities,2015,CCC,B,1,0,0,-1,1,2,1,upgrade
I01752,Utilities,2015,B,CCC,0,1,0,1,2,1,-1,downgrade
I01753,Real_Estate,2015,A,A,0,0,0,0,5,5,0,unchanged
I01754,Technology,2015,AAA,AAA,0,0,0,0,7,7,0,unchanged
I01755,Consumer,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01756,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01757,Financials,2015,A,A,0,0,0,0,5,5,0,unchanged
I01758,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01759,Financials,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01760,Energy,2015,A,A,0,0,0,0,5,5,0,unchanged
I01761,Financials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01762,Industrials,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01763,Technology,2015,B,B,0,0,0,0,2,2,0,unchanged
I01764,Retail,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01765,Utilities,2015,BBB,BBB,0,0,0,0,4,4,0,unchanged
I01766,Telecom,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01767,Telecom,2015,B,B,0,0,0,0,2,2,0,unchanged
I01768,Financials,2015,BB,BBB,1,0,0,-1,3,4,1,upgrade
I01769,Healthcare,2015,B,B,0,0,0,0,2,2,0,unchanged
I01770,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01771,Real_Estate,2015,AA,AA,0,0,0,0,6,6,0,unchanged
I01772,Retail,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01773,Retail,2015,BBB,A,1,0,0,-1,4,5,1,upgrade
I01774,Telecom,2015,BB,BB,0,0,0,0,3,3,0,unchanged
I01775,Financials,2015,B,B,0,0,0,0,2,2,0,unchanged
I01776,Retail,2015,A,A,0,0,0,0,5,5,0,unchanged
I01777,Real_Estate,2015,B,B,0,0,0,0,2,2,0,unchanged
I01778,Retail,2015,B,B,0,0,0,0,2,2,0,unchanged
I01779,Utilities,2015,A,A,0,0,0,0,5,5,0,unchanged
I01780,Industrials,2015,A,AA,1,0,0,-1,5,6,1,upgrade
I01781,Real_Estate,2015,AA,AA,0,0,0,0,6,6,0,unchanged
